Actor1Name,Actor1KnownGroupCode,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Name,Actor2KnownGroupCode,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,EventCode,EventBaseCode,EventRootCode,GoldsteinScale,NumMentions,AvgTone
CITIZEN,,CVL,,,,,,,,052,052,05,3.5,10,-2.4
GREEK,,GOV,,,GREEK,,,,,112,112,11,-2.0,6,-2.27272727272727
SAN ANTONIO,,,,,POPULATION,,CVL,,,036,036,03,4.0,2,1.22282608695652
INDONESIA,,,,,AUSTRALIA,,,,,043,043,04,2.8,1,-3.49397590361445
INDONESIA,,,,,NIGERIA,,,,,172,172,17,-5.0,2,-4.89130434782608
IRANIAN,,,,,ISRAEL,,,,,013,013,01,0.4,3,-1.56521739130434
AUSTRALIA,,,,,,,,,,051,051,05,3.4,4,6.93069306930693
INDONESIA,,,,,AUSTRALIA,,,,,043,043,04,2.8,1,-3.49397590361445
CHINESE,,,,,,,,,,120,120,12,-4.0,10,-2.1978021978022
ISRAELI,,GOV,,,,,,,,010,010,01,0.0,6,-2.1133525456292
INDONESIA,,,,,NIGERIA,,,,,172,172,17,-5.0,2,-4.89130434782608
,,,,,UNITED STATES,,,,,043,043,04,2.8,4,7.4410163339383
,,,,,INDONESIA,,,,,173,173,17,-5.0,6,-2.02898550724638
AUSTRALIA,,,,,INDONESIA,,,,,173,173,17,-5.0,2,-1.02040816326531
AUSTRALIA,,,,,INDONESIA,,,,,042,042,04,1.9,2,-3.1927023945268
,,,,,INDONESIA,,,,,042,042,04,1.9,4,-3.85487528344672
,,,,,BALI,,,,,173,173,17,-5.0,6,-3.85487528344672
COLLEGE,,EDU,,,,,,,,015,015,01,0.0,5,1.27591706539075
AUSTRALIA,,,,,INDONESIA,,,,,042,042,04,1.9,1,-3.50453172205438
INDONESIA,,,,,AUSTRALIA,,,,,043,043,04,2.8,2,-3.1927023945268
,,,,,BALI,,,,,042,042,04,1.9,7,-2.02898550724638
INDONESIA,,,,,,,,,,043,043,04,2.8,6,-2.02898550724638
BALI,,,,,,,,,,043,043,04,2.8,1,-2.02898550724638
SAN ANTONIO,,,,,POPULATION,,CVL,,,036,036,03,4.0,9,1.47542959782929
THE OPPOSITION,,OPP,,,ISRAEL,,,,,013,013,01,0.4,1,-1.56521739130434
,,,,,INDONESIA,,,,,173,173,17,-5.0,2,-4.25531914893617
INDONESIA,,,,,,,,,,043,043,04,2.8,4,-3.85487528344672
BALI,,,,,,,,,,043,043,04,2.8,6,-3.85487528344672
GERMANY,,,,,IRAN,,,,,012,012,01,-0.4,8,0.68965517241379
FRANCE,,,,,,,,,,070,070,07,7.0,4,-2.33766233766234
EUROPE,,,,,ESTONIA,,,,,110,110,11,-2.0,3,-9.40170940170944
POLICE,,COP,,,,,,,,1711,171,17,-9.2,10,-2.55972696245734
AUSTRALIA,,,,,INDONESIA,,,,,042,042,04,1.9,2,-3.1927023945268
GERMANY,,,,,MEDIA,,MED,,,051,051,05,3.4,1,-0.94250706880302
,,,,,BALI,,,,,173,173,17,-5.0,1,-2.02898550724638
WRITER,,MED,,,,,,,,120,120,12,-4.0,10,-2.06896551724138
,,,,,INDONESIA,,,,,042,042,04,1.9,3,-4.25531914893617
EUROPE,,,,,ESTONIA,,,,,190,190,19,-10.0,3,-9.40170940170944
AUSTRALIAN,,,,,BALI,,,,,173,173,17,-5.0,24,-4.29447852760736
UNITED KINGDOM,,,,,,,,,,013,013,01,0.4,2,-0.76804915514592
INDONESIA,,,,,,,,,,043,043,04,2.8,3,-4.25531914893617
CHINESE,,,,,,,,,,120,120,12,-4.0,10,-2.30849947534103
,,,,,INDONESIA,,,,,173,173,17,-5.0,4,-3.85487528344672
,,,,,BALI,,,,,042,042,04,1.9,4,-7.17948717948718
AUSTRALIAN,,,,,INDONESIA,,,,,173,173,17,-5.0,1,-2.31660231660232
SOUTH AUSTRALIA,,,,,,,,,,190,190,19,-10.0,10,-1.73913043478261
AUSTRALIAN,,,,,BALI,,,,,173,173,17,-5.0,10,-3.886925795053
THE OPPOSITION,,OPP,,,ISRAEL,,,,,013,013,01,0.4,2,-1.56521739130434
GERMANY,,,,,IRAN,,,,,012,012,01,-0.4,2,0.68965517241379
,,,,,INDONESIA,,,,,173,173,17,-5.0,2,-2.02898550724638
GERMANY,,,,,,,,,,084,084,08,7.0,1,-0.94250706880302
CITIZEN,,CVL,,,,,,,,052,052,05,3.5,10,2.05128205128205
AUSTRALIA,,,,,INDONESIA,,,,,042,042,04,1.9,1,-3.49397590361445
INDONESIA,,,,,AUSTRALIA,,,,,043,043,04,2.8,2,-3.1927023945268
THE OPPOSITION,,OPP,,,ISRAEL,,,,,013,013,01,0.4,1,-1.56521739130434
SCHOOL,,EDU,,,,,,,,013,013,01,0.4,3,-0.76804915514592
,,,,,BALI,,,,,042,042,04,1.9,6,-3.85487528344672
UNITED STATES,,,,,,,,,,042,042,04,1.9,4,7.4410163339383
GREEK,,,,,PUBLIC SECTOR,,GOV,,,112,112,11,-2.0,4,-2.27272727272727
,,,,,UNITED KINGDOM,,,,,046,046,04,7.0,1,-1.09649122807017
INDONESIA,,,,,NIGERIA,,,,,172,172,17,-5.0,4,-2.27272727272728
,,,,,UNITED STATES,,LAB,,,190,190,19,-10.0,2,-2.95420974889217
ITALY,,GOV,,,ITALIAN,,,,,040,040,04,1.0,2,0.549450549450551
AUSTRALIAN,,,,,BALI,,,,,173,173,17,-5.0,4,-2.17391304347826
RETIRED,,ELI,,,POLITICIAN,,,,,112,112,11,-2.0,5,-9.16030534351144
,,,,,MINNESOTA,,,,,043,043,04,2.8,4,1.39103554868624
,,,,,INDONESIA,,,,,173,173,17,-5.0,6,-1.80360721442886
THAI,,,,,,,,,,111,111,11,-2.0,3,2.97029702970297
AUSTRALIA,,,,,BALI,,,,,173,173,17,-5.0,1,-3.14928425357874
PIPER JAFFRAY,,MNC,,,,,,,,120,120,12,-4.0,10,-2.69541778975741
INDONESIA,,,,,NIGERIA,,,,,172,172,17,-5.0,2,-5.64516129032258
PIPER JAFFRAY,,MNC,,,,,,,,020,020,02,3.0,10,-2.69541778975741
,,,,,ITALIAN,,GOV,,,040,040,04,1.0,8,0.549450549450551
AUSTRALIA,,,,,INDONESIA,,,,,173,173,17,-5.0,2,-2.17391304347826
AUSTRALIAN,,,,,BALI,,,,,173,173,17,-5.0,8,-4.82233502538071
,,,,,BALI,,,,,173,173,17,-5.0,9,-3.14928425357874
INDONESIA,,,,,NIGERIAN,,,,,172,172,17,-5.0,1,-6.15141955835962
UNITED STATES,,,,,,,,,,042,042,04,1.9,1,1.39103554868624
INDONESIA,,,,,NIGERIA,,,,,172,172,17,-5.0,2,-5.00782472613459
INDONESIA,,,,,NIGERIAN,,,,,172,172,17,-5.0,1,-4.8951048951049
LEGISLATOR,,LEG,,,,,,,,084,084,08,7.0,4,0.31055900621118
,,,,,BALI,,,,,173,173,17,-5.0,3,-3.14928425357874
ITALIAN,,GOV,,,,,,,,040,040,04,1.0,8,0.549450549450551
AUSTRALIA,,,,,BALI,,,,,173,173,17,-5.0,1,-3.14928425357874
INDONESIA,,,,,NIGERIA,,,,,172,172,17,-5.0,2,-6.08424336973479
AUSTRALIA,,,,,BALI,,,,,173,173,17,-5.0,2,-3.05654610290372
ITALIAN,,,,,ITALY,,GOV,,,040,040,04,1.0,2,0.549450549450551
LEGISLATOR,,LEG,,,,,,,,110,110,11,-2.0,3,0.31055900621118
BALI,,,,,,,,,,043,043,04,2.8,1,-1.80360721442886
INDONESIA,,,,,NIGERIA,,,,,172,172,17,-5.0,2,-7.55287009063444
,,,,,INDONESIA,,,,,173,173,17,-5.0,2,-1.80360721442886
BRAZILIAN,,LEG,,,BRAZIL,,,,,173,173,17,-5.0,7,-9.09090909090905
AUSTRALIA,,,,,NIGERIA,,,,,172,172,17,-5.0,3,-4.6183682983683
LEGISLATOR,,LEG,,,,,,,,110,110,11,-2.0,1,0.31055900621118
AUSTRALIAN,,,,,INDONESIA,,,,,173,173,17,-5.0,2,-4.82233502538071
LEGISLATOR,,LEG,,,,,,,,084,084,08,7.0,1,0.31055900621118
AUSTRALIA,,,,,NIGERIA,,,,,172,172,17,-5.0,1,-4.8951048951049
MINNESOTA,,,,,,,,,,042,042,04,1.9,3,1.39103554868624
AUSTRALIAN,,,,,INDONESIA,,,,,173,173,17,-5.0,1,-2.17391304347826
AUSTRALIA,,,,,BALI,,,,,173,173,17,-5.0,2,-3.14928425357874
INDONESIA,,,,,NIGERIA,,,,,172,172,17,-5.0,2,-5.0
,,,,,BALI,,,,,042,042,04,1.9,7,-1.80360721442886
,,,,,BALI,,,,,173,173,17,-5.0,1,-1.80360721442886
BALI,,,,,,,,,,043,043,04,2.8,10,-3.14928425357874
,,,,,BALI,,,,,173,173,17,-5.0,4,-3.14928425357874
INDONESIA,,,,,NIGERIA,,,,,172,172,17,-5.0,2,-5.64516129032258
BUSINESS,,BUS,,,,,,,,013,013,01,0.4,10,0.0
INDONESIA,,,,,NIGERIA,,,,,172,172,17,-5.0,8,-4.8008510093279
INDONESIA,,,,,NIGERIA,,,,,172,172,17,-5.0,2,-4.08163265306123
INDONESIA,,,,,NIGERIA,,,,,172,172,17,-5.0,2,-6.08424336973479
INDONESIA,,,,,NIGERIA,,,,,172,172,17,-5.0,2,-3.52733686067019
,,,,,INDONESIA,,,,,173,173,17,-5.0,2,-0.89820359281437
INDONESIA,,,,,NIGERIA,,,,,172,172,17,-5.0,4,-5.25070165422967
INDONESIA,,,,,NIGERIA,,,,,172,172,17,-5.0,1,-6.15141955835962
,,,,,UNITED STATES,,LAB,,,190,190,19,-10.0,2,-4.83091787439614
AUSTRALIA,,,,,INDONESIA,,,,,173,173,17,-5.0,1,-2.17391304347826
INDONESIA,,,,,,,,,,043,043,04,2.8,6,-1.80360721442886
AUSTRALIAN,,,,,INDONESIA,,,,,173,173,17,-5.0,1,-2.17391304347826
,,,,,BALI,,,,,042,042,04,1.9,10,-3.14928425357874
UNITED STATES,,,,,SCHOOL,,EDU,,,026,026,02,4.0,4,1.85714285714285
LEGISLATOR,,LEG,,,,,,,,110,110,11,-2.0,1,0.31055900621118
INDONESIA,,,,,NIGERIA,,,,,172,172,17,-5.0,2,1.52091254752852
AUSTRALIA,,,,,NIGERIA,,,,,172,172,17,-5.0,4,-4.68755244755245
INDONESIA,,,,,NIGERIA,,,,,172,172,17,-5.0,2,-5.0
AUSTRALIA,,,,,INDONESIA,,,,,173,173,17,-5.0,1,-2.17391304347826
GREECE,,,,,,,,,,010,010,01,0.0,5,-5.32786885245902
THAILAND,,,,,,,,,,042,042,04,1.9,10,-2.27670753064798
WRITER,,MED,,,,,,,,111,111,11,-2.0,6,-2.39520958083833
IOWA,,,,,INDUSTRY,,BUS,,,051,051,05,3.4,10,-2.15946843853821
BRAZIL,,,,,POLICE,,COP,,,012,012,01,-0.4,2,-1.58653846153846
,,,,,UNITED STATES,,LAB,,,190,190,19,-10.0,2,-2.65273311897106
ITALIAN,,GOV,,,,,,,,040,040,04,1.0,8,0.896860986547087
POPULATION,,CVL,,,,,,,,120,120,12,-4.0,4,-2.20152413209145
,,,,,THAILAND,,,,,043,043,04,2.8,10,-2.27670753064798
ITALIAN,,,,,ITALY,,GOV,,,040,040,04,1.0,2,0.896860986547087
ITALY,,GOV,,,ITALIAN,,,,,040,040,04,1.0,2,0.896860986547087
PUERTO RICO,,,,,POPULATION,,CVL,,,070,070,07,7.0,10,-1.79533213644524
SCHOOL,,EDU,,,OHIO,,,,,071,071,07,7.4,10,-0.2865329512894
WORKER,,LAB,,,LAWYER,,JUD,,,112,112,11,-2.0,5,-4.81740481740481
CABINET,,GOV,,,CABINET,,GOV,GOV,,111,111,11,-2.0,5,-6.95652173913043
POPULATION,,CVL,,,,,,,,120,120,12,-4.0,10,-5.46075085324232
UNITED STATES,,,,,SCHOOL,,EDU,,,026,026,02,4.0,4,1.85714285714285
SOVEREIGN,,GOV,,,,,,,,071,071,07,7.4,5,4.08163265306123
REUTERS,,MED,,,EDUCATION MINIST,,GOV,EDU,,0831,083,08,5.0,20,-5.0561797752809
AMERICAN,,,,,LAWMAKER,,LEG,,,084,084,08,7.0,8,0.0
,,,,,ITALIAN,,GOV,,,040,040,04,1.0,8,0.896860986547087
ITALY,,,,,WEBSITE,,MED,,,111,111,11,-2.0,4,-2.39520958083833
POPULATION,,CVL,,,,,,,,120,120,12,-4.0,3,-2.20152413209145
BRAZIL,,,,,POLICE,,COP,,,012,012,01,-0.4,8,-1.58653846153846
COLLEGE,,EDU,,,OHIO,,,,,071,071,07,7.4,10,0.28169014084507
,,,,,BALI,,,,,173,173,17,-5.0,2,-2.3076923076923
SCHOOL,,EDU,,,,,,,,017,017,01,0.0,10,1.27582017010936
UNITED STATES,,,,,,,,,,020,020,02,3.0,4,-0.60790273556231
MAFIA,,CRM,,,AUTHORITIES,,GOV,,,042,042,04,1.9,5,-1.20218579234973
AUSTRALIA,,,,,INDONESIA,,,,,043,043,04,2.8,2,-2.3076923076923
BALI,,,,,,,,,,043,043,04,2.8,2,-2.3076923076923
INDONESIA,,,,,AUSTRALIA,,,,,042,042,04,1.9,2,-2.3076923076923
BOLIVIA,,,,,PERU,,,,,1821,182,18,-9.0,2,-5.30811470408785
UNITED STATES,,,,,,,,,,020,020,02,3.0,6,-0.46367851622875
,,,,,BALI,,,,,042,042,04,1.9,2,-2.3076923076923
WORKER,,LAB,,,LAWYER,,JUD,,,112,112,11,-2.0,5,-4.80993017843289
BOLIVIA,,,,,PERU,,,,,1821,182,18,-9.0,8,-5.30811470408785
ARGENTINA,,,,,PERU,,,,,1821,182,18,-9.0,8,-5.30811470408785
BUSINESS,,BUS,,,PUPIL,,EDU,,,071,071,07,7.4,1,-1.03163686382394
AUSTRALIA,,,,,INDONESIA,,,,,043,043,04,2.8,2,-2.3076923076923
INDONESIA,,,,,,,,,,043,043,04,2.8,4,-2.3076923076923
MAFIA,,CRM,,,AUTHORITIES,,GOV,,,042,042,04,1.9,5,-1.20218579234973
TEXAS,,,,,PUPIL,,EDU,,,071,071,07,7.4,2,-1.03163686382394
UNITED STATES,,,,,,,,,,020,020,02,3.0,1,-0.60790273556231
UNITED KINGDOM,,COP,,,,,,,,090,090,09,-2.0,10,-2.18068535825546
UNITED STATES,,,,,,,,,,020,020,02,3.0,1,-0.60790273556231
ARGENTINA,,,,,PERU,,,,,1821,182,18,-9.0,2,-5.30811470408785
INDONESIA,,,,,AUSTRALIA,,,,,042,042,04,1.9,2,-2.3076923076923
,,,,,INDONESIA,,,,,173,173,17,-5.0,4,-2.3076923076923
,,,,,INDONESIA,,,,,042,042,04,1.9,4,-2.3076923076923
COLOMBIA,,,,,PERU,,,,,1821,182,18,-9.0,10,-5.30811470408785
AUTHORITIES,,GOV,,,MAFIA,,CRM,,,043,043,04,2.8,10,-1.20218579234973
SCHOOL,,EDU,,,OHIO,,,,,071,071,07,7.4,8,-0.27210884353741
POLICE,,COP,,,,,,,,013,013,01,0.4,1,-3.93120393120393
BUSINESS,,BUS,,,,,,,,042,042,04,1.9,7,2.60707635009311
AUSTRALIA,,,,,,,,,,043,043,04,2.8,1,2.4866785079929
HOSPITAL,,HLH,,,ADEN,,,,,043,043,04,2.8,8,-9.18367346938779
POLICE,,COP,,,,,,,,013,013,01,0.4,3,-3.93120393120393
AFGHAN,,,,,,,,,,141,141,14,-6.5,10,1.27272727272727
HOSPITAL,,HLH,,,SOMALIA,,,,,043,043,04,2.8,2,-9.18367346938779
POLICE,,COP,,,,,,,,013,013,01,0.4,1,-3.93120393120393
BUSINESS,,BUS,,,,,,,,042,042,04,1.9,3,2.60707635009311
LECTURER,,EDU,,,KABUL,,,,,010,010,01,0.0,1,-0.43103448275862
,,,,,AUSTRALIA,,,,,042,042,04,1.9,1,2.4866785079929
AFGHANISTAN,,,,,LECTURER,,EDU,,,010,010,01,0.0,1,-0.43103448275862
COMPANIES,,BUS,,,,,,,,012,012,01,-0.4,10,-3.125
SCHOOL,,EDU,,,OHIO,,,,,071,071,07,7.4,6,-0.27816411682893
COMMUNITY,,CVL,,,,,,,,120,120,12,-4.0,10,3.94736842105263
SCHOOL,,EDU,,,OHIO,,,,,071,071,07,7.4,2,-0.27210884353741
AFGHANISTAN,,,,,AFGHANISTAN,,EDU,,,010,010,01,0.0,2,-0.43103448275862
SOMALIA,,,,,HOSPITAL,,HLH,,,042,042,04,1.9,2,-9.18367346938779
ADEN,,,,,HOSPITAL,,HLH,,,042,042,04,1.9,2,-9.18367346938779
LECTURER,,EDU,,,KABUL,,EDU,,,010,010,01,0.0,3,-0.43103448275862
ADEN,,,,,HOSPITAL,,HLH,,,042,042,04,1.9,6,-9.18367346938779
SCHOOL,,EDU,,,OHIO,,,,,071,071,07,7.4,4,-0.27816411682893
,,,,,BUSINESS,,BUS,,,043,043,04,2.8,10,2.60707635009311
LOUISVILLE,,,,,RELIGIOUS ORGANIZATION,,,,,120,120,12,-4.0,5,2.25225225225225
RUSSIA,,,,,UKRAINE,,,,,162,162,16,-5.6,4,-4.85781990521327
EUROPE,,,,,TERRORIST,,UAF,,,190,190,19,-10.0,1,-5.17241379310345
SETTLEMENT,,CVL,,,GOVERNMENT,,GOV,,,070,070,07,7.0,5,1.39470013947001
,,,,,AFRICA,,,,,193,193,19,-10.0,5,-6.50406504065041
CISCO SYSTEMS,,MNC,,,,,,,,080,080,08,5.0,10,-0.363636363636361
,,,,,GOVERNMENT,,GOV,,,020,020,02,3.0,5,-1.55172413793103
THE US,,,,,,,,,,013,013,01,0.4,15,2.98165137614679
FARMER,,AGR,,,,,,,,043,043,04,2.8,10,0.85378868729989
THE EUROPEAN UNION,EEC,IGO,,,FREEDOM HOUSE,,NGO,HRI,,0841,084,08,7.0,10,-1.35396518375241
EUROPE,,,,,NORWAY,,,,,190,190,19,-10.0,1,-5.17241379310345
MINNESOTA,,,,,,,,,,042,042,04,1.9,3,1.39103554868624
STUDENT,,EDU,,,,,,,,043,043,04,2.8,2,0.27932960893855
,,,,,MINNESOTA,,,,,043,043,04,2.8,4,1.39103554868624
,,,,,AFRICA,,,,,193,193,19,-10.0,10,-2.99043062200957
UNITED KINGDOM,,,,,,,,,,071,071,07,7.4,4,0.92165898617512
STUDENT,,EDU,,,,,,,,043,043,04,2.8,3,0.27932960893855
FREEDOM HOUSE,,NGO,HRI,,EUROPEAN,,,,,120,120,12,-4.0,10,-1.35396518375241
AUSTRALIA,,,,,PRIME MINISTER,,GOV,,,071,071,07,7.4,2,2.43055555555555
MILITARY PERSONNEL,,MIL,,,COLOMBIAN,,GOV,,,072,072,07,8.3,3,-4.23728813559322
EUROPE,,,,,UNITED KINGDOM,,,,,190,190,19,-10.0,1,-5.17241379310345
BRAZIL,,,,,,,,,,090,090,09,-2.0,10,-3.05084745762712
EUROPE,,,,,MADRID,,,,,190,190,19,-10.0,3,-5.17241379310345
BUSINESS,,BUS,,,,,,,,013,013,01,0.4,4,1.51228733459358
EUROPE,,,,,OSLO,,,,,190,190,19,-10.0,2,-5.17241379310345
GOOGLE,,MNC,MED,,,,,,,090,090,09,-2.0,10,-1.14107883817428
RUSSIA,,,,,UKRAINE,,,,,162,162,16,-5.6,10,-4.04371584699453
RUSSIA,,,,,UKRAINE,,,,,130,130,13,-4.4,10,-4.04371584699453
EUROPE,,,,,TERRORIST,,UAF,,,190,190,19,-10.0,2,-5.17241379310345
AFGHAN,,,,,,,,,,141,141,14,-6.5,10,1.32200188857412
THE US,,,,,,,,,,172,172,17,-5.0,15,2.98165137614679
THE EUROPEAN UNION,EEC,IGO,,,EUROPEAN,,,,,012,012,01,-0.4,10,-1.35396518375241
MILITARY PERSONNEL,,MIL,,,COLOMBIAN,,,,,072,072,07,8.3,4,-4.23728813559322
EUROPE,,,,,LONDON,,,,,190,190,19,-10.0,2,-5.17241379310345
UNITED STATES,,,,,,,,,,010,010,01,0.0,4,-3.5490605427975
,,,,,STUDENT,,EDU,,,042,042,04,1.9,2,0.27932960893855
,,,,,FARMER,,AGR,,,042,042,04,1.9,10,0.85378868729989
,,,,,STUDENT,,EDU,,,042,042,04,1.9,3,0.27932960893855
COLOMBIAN,,GOV,,,GUERRILLA,,REB,,,072,072,07,8.3,3,-4.23728813559322
BUSINESS,,BUS,,,,,,,,013,013,01,0.4,1,1.49532710280374
RUSSIA,,,,,UKRAINE,,,,,162,162,16,-5.6,1,-4.85781990521327
BAHAMA,,,,,,,,,,112,112,11,-2.0,2,-1.4519056261343
BUSINESS,,BUS,,,,,,,,013,013,01,0.4,5,0.83798882681564
UNITED STATES,,,,,,,,,,042,042,04,1.9,1,1.39103554868624
BUSINESS,,BUS,,,,,,,,013,013,01,0.4,1,1.51228733459358
POLICE,,COP,,,,,,,,010,010,01,0.0,6,-3.03030303030303
AUSTRIA,,,,,AUSTRIA,,JUD,,,042,042,04,1.9,2,2.35131396957123
AFRICA,,,,,,,,,,046,046,04,7.0,5,-0.78369905956113
,,,,,AUSTRIA,,,,,042,042,04,1.9,2,2.35131396957123
SPANIARD,,,,,UNITED STATES,,,,,010,010,01,0.0,6,2.57234726688102
SPANIARD,,,,,,,,,,010,010,01,0.0,2,2.57234726688102
,,,,,NEW YORK CITY,,,,,043,043,04,2.8,10,0.0
AFGHANISTAN,,,,,LECTURER,,EDU,,,010,010,01,0.0,1,-0.60514372163389
BANGLADESH,,,,,PAKISTAN,,,,,043,043,04,2.8,3,-5.12820512820513
AUSTRALIAN,,,,,AUSTRALIA,,GOV,,,020,020,02,3.0,2,-0.35813768404298
CLEVELAND,,,,,SYRIA,,,,,043,043,04,2.8,1,1.01694915254237
